,Leaf number,Spot,Leaf weight (mg),Mean leaf weight (mg),A647,Unnamed: 5,Unnamed: 6,A664,Unnamed: 8,Unnamed: 9,Average,Unnamed: 11,Chlorophyll a (µg),Chlorophyll b (µg),Total Chlorophyll (µg),Avg Chlorophyll a ,Avg Chlorophyll b,Avg Total Chlorophyll,Chlorophyll a STD,Chlorophyll b STD,Total Chlorophyll STD,Total Chlorophyll (µg/mg),Chlorophyll a (µg/mg),Chlorophyll b (µg/mg),Total Chlorophyll (µg/cm2),Chlorophyll a (µg/cm2),Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),STD Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),STD Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg),STD Chlorophyll b (µg/mg),Avg Total Chlorophyll (µg/cm2),STD Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),STD Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),STD Chlorophyll b (µg/cm2)
0,1,A,5.1,5.1,0.0725,0.0723,0.0719,0.1981,0.1949,0.194,0.072233333,0.195666667,9.028996,2.337656,11.366652,8.980604444,2.330823111,11.31142756,0.063295271,0.017649551,0.056888611,2.228755294,1.770391373,0.458363922,40.20178256,31.93391809,8.267864469,2.218415293,0.038414846,1.761231504,0.026365056,0.457183789,0.012255898,40.00646373,0.20120468,31.76276595,0.223863872,8.243697783,0.062423256
1,1,B,5.2,,0.0719,0.0718,0.0717,0.197,0.1948,0.1934,0.0718,0.195066667,9.003842667,2.310778667,11.31462133,,,,,,,2.175888718,1.731508205,0.444380513,40.01775954,31.84495532,8.172804225,2.218415293,0.038414846,1.761231504,0.026365056,0.457183789,0.012255898,40.00646373,0.20120468,31.76276595,0.223863872,8.243697783,0.062423256
2,1,C,5,,0.0717,0.0714,0.072,0.1955,0.1924,0.1916,0.0717,0.193166667,8.908974667,2.344034667,11.25300933,,,,,,,2.250601867,1.781794933,0.468806933,39.7998491,31.50942444,8.290424654,2.218415293,0.038414846,1.761231504,0.026365056,0.457183789,0.012255898,40.00646373,0.20120468,31.76276595,0.223863872,8.243697783,0.062423256
3,2,A,5.4,5.466666667,0.068,0.0679,0.0679,0.1963,0.1935,0.1926,0.067933333,0.194133333,9.002898667,1.971930667,10.97482933,9.075652889,2.139552889,11.21520578,0.309800815,0.354424166,0.660330126,2.032375802,1.667203457,0.365172346,38.81597699,31.84161656,6.974360425,2.051445752,0.115128509,1.66022297,0.055480519,0.391222782,0.06296789,39.66614479,2.335467659,32.09893502,1.095709185,7.567209765,1.253533868
4,2,B,5.5,,0.0825,0.0763,0.0709,0.2122,0.2038,0.197,0.076566667,0.204333333,9.415356,2.546696,11.962052,,,,,,,2.174918545,1.711882909,0.463035636,42.30760416,33.3004032,9.007200962,2.051445752,0.115128509,1.66022297,0.055480519,0.391222782,0.06296789,39.66614479,2.335467659,32.09893502,1.095709185,7.567209765,1.253533868
5,2,C,5.5,,0.0667,0.0658,0.0659,0.1925,0.1889,0.1882,0.066133333,0.189866667,8.808704,1.900032,10.708736,,,,,,,1.947042909,1.601582545,0.345460364,37.87485322,31.15478532,6.720067907,2.051445752,0.115128509,1.66022297,0.055480519,0.391222782,0.06296789,39.66614479,2.335467659,32.09893502,1.095709185,7.567209765,1.253533868
6,3,A,6.8,6.033333333,0.1249,0.1216,0.1206,0.3355,0.3284,0.3258,0.122366667,0.3299,15.21623867,3.995234667,19.21147333,14.65641644,3.915689778,18.57210622,1.036272165,0.508509074,1.523844795,2.825216667,2.237682157,0.58753451,67.94749004,53.81707104,14.130419,3.097068304,0.365734498,2.443326141,0.256527169,0.653742163,0.111176395,65.68616475,5.389562123,51.83708157,3.665106333,13.84908318,1.798504186
7,3,B,5.6,,0.1435,0.1214,0.1165,0.3521,0.3264,0.3191,0.127133333,0.332533333,15.29237067,4.379738667,19.67210933,,,,,,,3.512876667,2.730780476,0.78209619,69.57667586,54.08633609,15.49033977,3.097068304,0.365734498,2.443326141,0.256527169,0.653742163,0.111176395,65.68616475,5.389562123,51.83708157,3.665106333,13.84908318,1.798504186
8,3,C,5.7,,0.1074,0.1051,0.1067,0.2955,0.2892,0.2895,0.1064,0.2914,13.46064,3.372096,16.832736,,,,,,,2.953111579,2.361515789,0.591595789,59.53432836,47.60783759,11.92649077,3.097068304,0.365734498,2.443326141,0.256527169,0.653742163,0.111176395,65.68616475,5.389562123,51.83708157,3.665106333,13.84908318,1.798504186
9,4,A,5.5,5.5,0.1033,0.017,0.1014,0.2499,0.2453,0.243,0.0739,0.246066667,11.55728667,1.363762667,12.92104933,11.41891156,2.126998222,13.54590978,0.140635352,1.605196817,1.490865933,2.349281697,2.101324848,0.247956848,45.69940346,40.87602273,4.823380727,2.460385592,0.228120374,2.076782939,0.055176866,0.383602653,0.283261702,47.9094213,5.272921883,40.38661511,0.497401685,7.52280619,5.677289441
10,4,B,5.4,,0.0993,0.0093,0.1002,0.2444,0.2416,0.2412,0.0696,0.2424,11.423328,1.045824,12.469152,,,,,,,2.309102222,2.115431111,0.193671111,44.10112471,40.40223527,3.698889439,2.460385592,0.228120374,2.076782939,0.055176866,0.383602653,0.283261702,47.9094213,5.272921883,40.38661511,0.497401685,7.52280619,5.677289441
11,4,C,5.6,,0.1027,0.1027,0.1012,0.2499,0.2469,0.2448,0.1022,0.2472,11.27612,3.971408,15.247528,,,,,,,2.722772857,2.013592857,0.70918,53.92773573,39.88158732,14.0461484,2.460385592,0.228120374,2.076782939,0.055176866,0.383602653,0.283261702,47.9094213,5.272921883,40.38661511,0.497401685,7.52280619,5.677289441
12,5,A,5.8,5.533333333,0.1289,0.1274,0.1282,0.3186,0.3143,0.3135,0.128166667,0.315466667,14.41712133,4.858173333,19.27529467,14.37483111,4.911031111,19.28586222,0.166654794,0.045847185,0.16538474,3.323326667,2.485710575,0.837616092,68.1732145,50.99073825,17.18247624,3.493426074,0.21978897,2.603808757,0.164414982,0.889617318,0.056660069,68.21059002,0.584935771,50.84116542,0.589427721,17.3694246,0.162153163
13,5,B,5.2,,0.1281,0.1306,0.1301,0.3193,0.3184,0.3156,0.1296,0.317766667,14.51626667,4.940010667,19.45627733,,,,,,,3.741591795,2.791589744,0.950002051,68.8133173,51.34139728,17.47192002,3.493426074,0.21978897,2.603808757,0.164414982,0.889617318,0.056660069,68.21059002,0.584935771,50.84116542,0.589427721,17.3694246,0.162153163
14,5,C,5.6,,0.1303,0.1269,0.1265,0.3165,0.3092,0.3071,0.1279,0.310933333,14.19110533,4.934909333,19.12601467,,,,,,,3.415359762,2.534125952,0.88123381,67.64523826,50.19136073,17.45387753,3.493426074,0.21978897,2.603808757,0.164414982,0.889617318,0.056660069,68.21059002,0.584935771,50.84116542,0.589427721,17.3694246,0.162153163
15,6,A,7,6.833333333,0.1478,0.1464,0.1465,0.3673,0.3624,0.3609,0.1469,0.363533333,16.62332133,5.524429333,22.14775067,17.16926933,5.831424,23.00069333,0.476545757,0.267017495,0.743473178,3.163964381,2.37476019,0.78920419,78.33256938,58.79366674,19.53890264,3.398308749,0.451314417,2.536473219,0.330755723,0.86183553,0.121085228,81.34927259,2.629529525,60.7245856,1.685455745,20.62468699,0.944392356
16,6,B,7.5,,0.1561,0.1555,0.1555,0.384,0.3789,0.379,0.1557,0.380633333,17.38264933,5.960141333,23.34279067,,,,,,,3.112372089,2.317686578,0.794685511,82.5592087,61.47927189,21.07993681,3.398308749,0.451314417,2.536473219,0.330755723,0.86183553,0.121085228,81.34927259,2.629529525,60.7245856,1.685455745,20.62468699,0.944392356
17,6,C,6,,0.156,0.1574,0.1572,0.3861,0.3829,0.3808,0.156866667,0.383266667,17.50183733,6.009701333,23.51153867,,,,,,,3.918589778,2.916972889,1.001616889,83.15603971,61.90081818,21.25522152,3.398308749,0.451314417,2.536473219,0.330755723,0.86183553,0.121085228,81.34927259,2.629529525,60.7245856,1.685455745,20.62468699,0.944392356
18,7,A,4.8,4.833333333,0.0706,0.0661,0.0667,0.187,0.1819,0.182,0.0678,0.183633333,8.473613333,2.194725333,10.66833867,8.265240889,2.039416889,10.30465778,0.222903241,0.137153952,0.352229257,2.222570556,1.765336111,0.457234444,37.7319752,29.96963052,7.762344675,2.132680797,0.094763752,1.710544509,0.064937303,0.422136289,0.03190798,36.44570198,1.245770875,29.23265505,0.788368256,7.21304693,0.485088605
19,7,B,4.8,,0.0643,0.0646,0.0647,0.18,0.1792,0.1786,0.064533333,0.179266667,8.291904,1.988608,10.280512,,,,,,,2.141773333,1.72748,0.414293333,36.36030275,29.32695763,7.033345123,2.132680797,0.094763752,1.710544509,0.064937303,0.422136289,0.03190798,36.44570198,1.245770875,29.23265505,0.788368256,7.21304693,0.485088605
20,7,C,4.9,,0.0629,0.0626,0.0623,0.1749,0.1734,0.1726,0.0626,0.173633333,8.030205333,1.934917333,9.965122667,,,,,,,2.033698503,1.638817415,0.394881088,35.24482799,28.401377,6.843450991,2.132680797,0.094763752,1.710544509,0.064937303,0.422136289,0.03190798,36.44570198,1.245770875,29.23265505,0.788368256,7.21304693,0.485088605
21,8,A,5.1,5.266666667,0.0779,0.0696,0.0621,0.1847,0.1753,0.1674,0.069866667,0.1758,8.052842667,2.562474667,10.61531733,8.094908889,2.408326222,10.50323511,0.111670182,0.1784895,0.244162735,2.081434771,1.578988758,0.502446013,37.54444837,28.48144114,9.063007239,1.997450141,0.121001751,1.538826644,0.071362517,0.458623496,0.05121493,37.14803392,0.863559225,28.63022172,0.394957142,8.517812203,0.631284926
22,8,B,5.2,,0.0774,0.0655,0.0654,0.1881,0.1748,0.1742,0.069433333,0.179033333,8.221502667,2.449730667,10.67123333,,,,,,,2.052160256,1.581058205,0.471102051,37.74221311,29.07796091,8.664252199,1.997450141,0.121001751,1.538826644,0.071362517,0.458623496,0.05121493,37.14803392,0.863559225,28.63022172,0.394957142,8.517812203,0.631284926
23,8,C,5.5,,0.0659,0.0655,0.0656,0.1753,0.1739,0.1727,0.065666667,0.173966667,8.010381333,2.212773333,10.22315467,,,,,,,1.858755394,1.45643297,0.402322424,36.15744029,28.33126312,7.826177171,1.997450141,0.121001751,1.538826644,0.071362517,0.458623496,0.05121493,37.14803392,0.863559225,28.63022172,0.394957142,8.517812203,0.631284926
24,9,A,5.1,4.9,0.1215,0.1218,0.1222,0.329,0.3266,0.326,0.121833333,0.3272,15.08610533,4.006093333,19.09219867,15.67325022,4.264614222,19.93786444,0.521359036,0.236032737,0.756587712,3.743568366,2.958059869,0.785508497,67.52563722,53.35681309,14.16882413,4.077508378,0.316256489,3.204930491,0.233280197,0.872577888,0.082987594,70.5166034,2.675913249,55.43343787,1.843952169,15.08316553,0.834804899
25,9,B,4.9,,0.1296,0.1293,0.1289,0.3478,0.3434,0.3411,0.129266667,0.3441,15.85166667,4.319130667,20.17079733,,,,,,,4.116489252,3.235034014,0.881455238,71.3404447,56.06446441,15.27598029,4.077508378,0.316256489,3.204930491,0.233280197,0.872577888,0.082987594,70.5166034,2.675913249,55.43343787,1.843952169,15.08316553,0.834804899
26,9,C,4.7,,0.1325,0.1323,0.1316,0.3521,0.3491,0.3468,0.132133333,0.349333333,16.08197867,4.468618667,20.55059733,,,,,,,4.372467518,3.421697589,0.950769929,72.68372828,56.8790361,15.80469218,4.077508378,0.316256489,3.204930491,0.233280197,0.872577888,0.082987594,70.5166034,2.675913249,55.43343787,1.843952169,15.08316553,0.834804899
27,10,A,6.1,6.166666667,0.1543,0.1537,0.1534,0.3961,0.3904,0.3899,0.1538,0.392133333,17.98681333,5.525765333,23.51257867,17.63906622,5.552118222,23.19118444,0.360446882,0.216169449,0.498049648,3.854521093,2.948657923,0.905863169,83.159718,63.61609017,19.54362783,3.761236852,0.104709595,2.860863681,0.082470098,0.900373171,0.034995657,82.02300504,1.761511097,62.38617183,1.274835122,19.63683321,0.76455206
28,10,B,6.2,,0.1632,0.1508,0.1512,0.396,0.3813,0.3808,0.155066667,0.386033333,17.663248,5.780256,23.443504,,,,,,,3.781210323,2.848910968,0.932299355,82.91541345,62.47169838,20.44371507,3.761236852,0.104709595,2.860863681,0.082470098,0.900373171,0.034995657,82.02300504,1.761511097,62.38617183,1.274835122,19.63683321,0.76455206
29,10,C,6.2,,0.148,0.1483,0.1482,0.3796,0.3758,0.3743,0.148166667,0.376566667,17.26713733,5.350333333,22.61747067,,,,,,,3.64797914,2.785022151,0.862956989,79.99388366,61.07072693,18.92315673,3.761236852,0.104709595,2.860863681,0.082470098,0.900373171,0.034995657,82.02300504,1.761511097,62.38617183,1.274835122,19.63683321,0.76455206
30,11,A,4.9,4.866666667,0.1188,0.1186,0.1184,0.2929,0.2898,0.2892,0.1186,0.290633333,13.27596533,4.524357333,17.80032267,13.30925556,4.582726222,17.89198178,0.375733708,0.20166598,0.575356086,3.632718912,2.70938068,0.923338231,62.95650657,46.95467685,16.00182971,3.677654537,0.160432572,2.735591449,0.10799211,0.942063088,0.052622615,63.28068819,2.034929922,47.07241832,1.328901845,16.20826987,0.713255923
31,11,B,4.8,,0.1275,0.1215,0.1229,0.306,0.2973,0.2976,0.123966667,0.3003,13.70052667,4.807138667,18.50766533,,,,,,,3.855763611,2.854276389,1.001487222,65.45824904,48.45627314,17.0019759,3.677654537,0.160432572,2.735591449,0.10799211,0.942063088,0.052622615,63.28068819,2.034929922,47.07241832,1.328901845,16.20826987,0.713255923
32,11,C,4.9,,0.1144,0.1153,0.1175,0.2838,0.2829,0.2839,0.115733333,0.283533333,12.95127467,4.416682667,17.36795733,,,,,,,3.544481088,2.643117279,0.90136381,61.42730895,45.80630497,15.62100398,3.677654537,0.160432572,2.735591449,0.10799211,0.942063088,0.052622615,63.28068819,2.034929922,47.07241832,1.328901845,16.20826987,0.713255923
33,12,A,6.7,6.7,0.1517,0.1514,0.155,0.3613,0.3568,0.3592,0.1527,0.3591,16.329804,6.163368,22.493172,15.92494711,5.859183111,21.78413022,0.376729933,0.268711556,0.643015141,3.357189851,2.437284179,0.919905672,79.55426187,57.75554927,21.7987126,3.251554375,0.093488714,2.377001639,0.054171235,0.874552736,0.039569414,77.04650995,2.274227705,56.32364402,1.332425314,20.72286592,0.950383943
34,12,B,6.8,,0.1466,0.1454,0.1452,0.3521,0.3488,0.3436,0.145733333,0.348166667,15.860336,5.760096,21.620432,,,,,,,3.179475294,2.332402353,0.847072941,76.46753908,56.09512626,20.37241282,3.251554375,0.093488714,2.377001639,0.054171235,0.874552736,0.039569414,77.04650995,2.274227705,56.32364402,1.332425314,20.72286592,0.950383943
35,12,C,6.6,,0.1437,0.1425,0.1432,0.3452,0.3409,0.3402,0.143133333,0.3421,15.58470133,5.654085333,21.23878667,,,,,,,3.21799798,2.361318384,0.856679596,75.11772889,55.12025654,19.99747235,3.251554375,0.093488714,2.377001639,0.054171235,0.874552736,0.039569414,77.04650995,2.274227705,56.32364402,1.332425314,20.72286592,0.950383943
36,13,A,5.6,4.866666667,0.0065,0.006,0.006,0.0182,0.018,0.018,0.006166667,0.018066667,0.839697333,0.169053333,1.008750667,1.896340889,-0.306879111,1.589461778,1.880795126,0.746751229,1.13766761,0.180134048,0.149945952,0.030188095,3.567767796,2.969856877,0.597910919,0.325009371,0.221559373,0.386295162,0.370724878,-0.06128579,0.149245867,5.621637468,4.023723598,6.707013118,6.652030579,-1.085375649,2.641123397
37,13,B,5,,0.007,0.0074,0.0073,0.0205,0.021,0.205,0.007233333,0.082166667,4.067836,-1.167544,2.900292,,,,,,,0.5800584,0.8135672,-0.2335088,10.25780576,14.38719672,-4.12939096,0.325009371,0.221559373,0.386295162,0.370724878,-0.06128579,0.149245867,5.621637468,4.023723598,6.707013118,6.652030579,-1.085375649,2.641123397
38,13,C,4,,0.0049,0.0047,0.0049,0.0163,0.0167,0.0168,0.004833333,0.0166,0.781489333,0.077853333,0.859342667,,,,,,,0.214835667,0.195372333,0.019463333,3.039338851,2.763985758,0.275353092,0.325009371,0.221559373,0.386295162,0.370724878,-0.06128579,0.149245867,5.621637468,4.023723598,6.707013118,6.652030579,-1.085375649,2.641123397
39,14,A,4,3.933333333,0.0075,0.0081,0.0074,0.0213,0.0207,0.0203,0.007666667,0.020766667,0.958269333,0.248133333,1.206402667,0.923656,0.14648,1.070136,0.04098084,0.088185931,0.122567769,0.301600667,0.239567333,0.062033333,4.266827002,3.389224494,0.877602509,0.27178352,0.025892485,0.234766655,0.004329177,0.037016865,0.021676096,3.784876565,0.433499924,3.266803424,0.144941785,0.518073141,0.311897611
40,14,B,4,,0.0055,0.0054,0.0067,0.0196,0.0194,0.0206,0.005866667,0.019866667,0.934293333,0.100821333,1.035114667,,,,,,,0.258778667,0.233573333,0.025205333,3.661012473,3.304425739,0.356586735,0.27178352,0.025892485,0.234766655,0.004329177,0.037016865,0.021676096,3.784876565,0.433499924,3.266803424,0.144941785,0.518073141,0.311897611
41,14,C,3.8,,0.0064,0.0049,0.0051,0.0196,0.0183,0.0181,0.005466667,0.018666667,0.878405333,0.090485333,0.968890667,,,,,,,0.254971228,0.231159298,0.02381193,3.42679022,3.106760039,0.320030181,0.27178352,0.025892485,0.234766655,0.004329177,0.037016865,0.021676096,3.784876565,0.433499924,3.266803424,0.144941785,0.518073141,0.311897611
42,15,A,5.2,4.966666667,0.0587,0.0572,0.0577,0.1641,0.1617,0.1615,0.057866667,0.162433333,7.520544,1.745408,9.265952,7.469717778,1.679209778,9.148927556,0.064452058,0.057843776,0.108729423,1.781913846,1.446258462,0.335655385,32.7719884,26.59879748,6.173190917,1.844876867,0.085728295,1.506538345,0.077465607,0.338338522,0.00921623,32.35809421,0.38455621,26.41903437,0.227955218,5.939059835,0.204582924
43,15,B,4.7,,0.0561,0.0563,0.0571,0.1621,0.1613,0.1612,0.0565,0.161533333,7.491385333,1.638413333,9.129798667,,,,,,,1.942510355,1.593911773,0.348598582,32.2904388,26.49566858,5.794770225,1.844876867,0.085728295,1.506538345,0.077465607,0.338338522,0.00921623,32.35809421,0.38455621,26.41903437,0.227955218,5.939059835,0.204582924
44,15,C,5,,0.0567,0.0552,0.0567,0.1609,0.1585,0.1594,0.0562,0.1596,7.397224,1.653808,9.051032,,,,,,,1.8102064,1.4794448,0.3307616,32.01185541,26.16263705,5.849218363,1.844876867,0.085728295,1.506538345,0.077465607,0.338338522,0.00921623,32.35809421,0.38455621,26.41903437,0.227955218,5.939059835,0.204582924
45,16,A,4.8,4.9,0.0664,0.0626,0.0617,0.1791,0.1739,0.172,0.063566667,0.175,8.087742667,1.994242667,10.08198533,8.0098,1.92056,9.93036,0.106651487,0.077423392,0.18227597,2.100413611,1.684946389,0.415467222,35.65815001,28.60487609,7.053273915,2.027313063,0.063539424,1.635158273,0.04311978,0.39215479,0.020802578,35.12187876,0.644676981,28.32920705,0.37720693,6.792671713,0.27383247
46,16,B,5,,0.0621,0.0626,0.0632,0.174,0.1741,0.1742,0.062633333,0.1741,8.053401333,1.927565333,9.980966667,,,,,,,1.996193333,1.610680267,0.385513067,35.30086534,28.48341704,6.817448304,2.027313063,0.063539424,1.635158273,0.04311978,0.39215479,0.020802578,35.12187876,0.644676981,28.32920705,0.37720693,6.792671713,0.27383247
47,16,C,4.9,,0.0648,0.0585,0.0591,0.175,0.1679,0.1683,0.0608,0.1704,7.888256,1.839872,9.728128,,,,,,,1.985332245,1.609848163,0.375484082,34.40662092,27.899328,6.507292919,2.027313063,0.063539424,1.635158273,0.04311978,0.39215479,0.020802578,35.12187876,0.644676981,28.32920705,0.37720693,6.792671713,0.27383247
48,17,A,4.6,5.3,0.1419,0.1419,0.1419,0.3667,0.3635,0.3623,0.1419,0.364166667,16.71514267,5.045042667,21.76018533,16.07478667,4.957306667,21.03209333,0.566865102,0.146204921,0.675519442,4.730475072,3.633726667,1.096748406,76.96182123,59.11842211,17.84339912,4.018012513,0.632718923,3.071872447,0.495744851,0.946140066,0.138049599,74.38669213,2.389189511,56.8535993,2.004898856,17.53309283,0.517100237
49,17,B,5.8,,0.1339,0.1332,0.1335,0.3429,0.3399,0.3398,0.133533333,0.340866667,15.63716,4.788528,20.425688,,,,,,,3.521670345,2.696062069,0.825608276,72.24194666,55.30579331,16.93615336,4.018012513,0.632718923,3.071872447,0.495744851,0.946140066,0.138049599,74.38669213,2.389189511,56.8535993,2.004898856,17.53309283,0.517100237
50,17,C,5.5,,0.1375,0.1378,0.1374,0.3463,0.348,0.3451,0.137566667,0.346466667,15.87205733,5.038349333,20.91040667,,,,,,,3.801892121,2.885828606,0.916063515,73.9563085,56.13658249,17.81972601,4.018012513,0.632718923,3.071872447,0.495744851,0.946140066,0.138049599,74.38669213,2.389189511,56.8535993,2.004898856,17.53309283,0.517100237
51,18,A,6.3,5.833333333,0.1533,0.1466,0.1469,0.3935,0.3847,0.3833,0.148933333,0.387166667,17.793904,5.184224,22.978128,17.43228044,4.984697778,22.41697822,0.350446814,0.190814523,0.541215285,3.647321905,2.824429206,0.822892698,81.26946311,62.93380491,18.3356582,3.866610407,0.377763129,3.007098904,0.295342097,0.859511503,0.083419144,79.28477832,1.914180114,61.65480811,1.239466696,17.62997021,0.674876291
52,18,B,6,,0.1405,0.1411,0.1416,0.3724,0.3712,0.3708,0.141066667,0.371466667,17.09419733,4.803989333,21.89818667,,,,,,,3.649697778,2.849032889,0.800664889,77.44990686,60.45906958,16.99083728,3.866610407,0.377763129,3.007098904,0.295342097,0.859511503,0.083419144,79.28477832,1.914180114,61.65480811,1.239466696,17.62997021,0.674876291
53,18,C,5.2,,0.1499,0.1418,0.1418,0.3859,0.375,0.3746,0.1445,0.3785,17.40874,4.96588,22.37462,,,,,,,4.302811538,3.347834615,0.954976923,79.13496499,61.57154983,17.56341515,3.866610407,0.377763129,3.007098904,0.295342097,0.859511503,0.083419144,79.28477832,1.914180114,61.65480811,1.239466696,17.62997021,0.674876291
54,19,A,5.4,5.7,0.1339,0.1335,0.1344,0.3603,0.3567,0.3562,0.133933333,0.357733333,16.48515467,4.447930667,20.93308533,16.71906044,4.515884444,21.23494489,0.249683318,0.06056123,0.306635329,3.876497284,3.05280642,0.823690864,74.03651883,58.30499635,15.73152248,3.749304507,0.33759917,2.951768677,0.262808949,0.797535831,0.074819779,75.10414122,1.084513438,59.13227858,0.883084524,15.97186265,0.214194064
55,19,B,6.4,,0.1377,0.1377,0.1379,0.371,0.3678,0.3666,0.137766667,0.368466667,16.98198533,4.564157333,21.54614267,,,,,,,3.366584792,2.653435208,0.713149583,76.20479121,60.06219613,16.14259508,3.749304507,0.33759917,2.951768677,0.262808949,0.797535831,0.074819779,75.10414122,1.084513438,59.13227858,0.883084524,15.97186265,0.214194064
56,19,C,5.3,,0.1378,0.1349,0.1352,0.3672,0.3604,0.3592,0.135966667,0.362266667,16.69004133,4.535565333,21.22560667,,,,,,,4.004831447,3.149064403,0.855767044,75.07111363,59.02964325,16.04147037,3.749304507,0.33759917,2.951768677,0.262808949,0.797535831,0.074819779,75.10414122,1.084513438,59.13227858,0.883084524,15.97186265,0.214194064
57,20,A,5.8,5.033333333,0.1398,0.1295,0.1304,0.3598,0.3438,0.3438,0.133233333,0.349133333,16.05871067,4.575442667,20.63415333,15.89216933,4.362605333,20.25477467,0.632201212,0.242272287,0.839703571,3.557612644,2.768743218,0.788869425,72.97925067,56.79674141,16.18250925,4.064109695,0.487449025,3.190634273,0.402538795,0.873475423,0.085292512,71.63745726,2.969878937,56.20771498,2.235980801,15.42974228,0.856873053
58,20,B,4.6,,0.133,0.133,0.1337,0.3571,0.3558,0.3562,0.133233333,0.356366667,16.424428,4.413416,20.837844,,,,,,,4.529966087,3.570527826,0.959438261,73.69966754,58.09021716,15.60945038,4.064109695,0.487449025,3.190634273,0.402538795,0.873475423,0.085292512,71.63745726,2.969878937,56.20771498,2.235980801,15.42974228,0.856873053
59,20,C,4.7,,0.1241,0.1232,0.123,0.3314,0.3293,0.3284,0.123433333,0.3297,15.19336933,4.098957333,19.29232667,,,,,,,4.104750355,3.232631773,0.872118582,68.23345359,53.73618637,14.49726722,4.064109695,0.487449025,3.190634273,0.402538795,0.873475423,0.085292512,71.63745726,2.969878937,56.20771498,2.235980801,15.42974228,0.856873053
60,21,A,4.9,4.933333333,0.1371,0.1356,0.1355,0.351,0.3478,0.3467,0.136066667,0.3485,15.99280267,4.853242667,20.84604533,16.59437244,5.081975111,21.67634756,0.541507826,0.199033744,0.738219146,4.254294966,3.263837279,0.990457687,73.72867416,56.56363679,17.16503737,4.39391526,0.144348264,3.363820969,0.107864999,1.030094291,0.037271,76.66530224,2.610946968,58.69127978,1.915214778,17.97402246,0.703946182
61,21,B,5,,0.1436,0.1436,0.1435,0.3671,0.3648,0.3637,0.143566667,0.3652,16.74745467,5.176962667,21.92441733,,,,,,,4.384883467,3.349490933,1.035392533,77.54267997,59.23270378,18.30997619,4.39391526,0.144348264,3.363820969,0.107864999,1.030094291,0.037271,76.66530224,2.610946968,58.69127978,1.915214778,17.97402246,0.703946182
