,Leaf No.,Spot,Total Chlorophyll (µg/mg),Chlorophyll a (µg/mg),Chlorophyll b (µg/mg),Total Chlorophyll (µg/cm2),Chlorophyll a (µg/cm2),Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg)
60,21,A,1.87761581,1.570018476,0.307597333,46.4855014,38.87009031,7.615411096,56.75211462333334,45.88744587,10.864668758666667,2.3178317786666667,1.8739026966666668,0.4439290816666666
61,21,B,2.466437934,1.965498967,0.500938967,61.93573365,49.35644998,12.57928368,56.75211462333334,45.88744587,10.864668758666667,2.3178317786666667,1.8739026966666668,0.4439290816666666
62,21,C,2.609441592,2.086190647,0.523250945,61.83510882,49.43579732,12.3993115,56.75211462333334,45.88744587,10.864668758666667,2.3178317786666667,1.8739026966666668,0.4439290816666666
63,22,A,0.923872,0.748565333,0.175306667,19.60540426,15.88523732,3.720166938,16.24644707,13.376961951666667,2.869485118,0.7791344583333334,0.6419006683333334,0.13723379
64,22,B,0.901002486,0.727678192,0.173324294,18.80142416,15.18462663,3.616797529,16.24644707,13.376961951666667,2.869485118,0.7791344583333334,0.6419006683333334,0.13723379
65,22,C,0.512528889,0.44945848,0.063070409,10.33251279,9.061021905,1.271490887,16.24644707,13.376961951666667,2.869485118,0.7791344583333334,0.6419006683333334,0.13723379
66,23,A,3.59091358,2.806502716,0.784410864,68.58220745,53.60088656,14.98132088,68.32959374,53.54354294666666,14.786050789999999,3.4786846186666662,2.7256548326666667,0.7530297859999999
67,23,B,3.637465926,2.84827037,0.789195556,69.47130226,54.39859942,15.07270284,68.32959374,53.54354294666666,14.786050789999999,3.4786846186666662,2.7256548326666667,0.7530297859999999
68,23,C,3.20767435,2.522191412,0.685482938,66.93527151,52.63114286,14.30412865,68.32959374,53.54354294666666,14.786050789999999,3.4786846186666662,2.7256548326666667,0.7530297859999999
69,24,A,2.660608817,2.143788602,0.516820215,58.34255736,47.00958242,11.33297494,54.51767387666666,44.07335204,10.444321834666667,2.5876871263333334,2.091735733,0.49595139333333327
70,24,B,2.210756889,1.811077778,0.399679111,46.91427224,38.43271793,8.481554314,54.51767387666666,44.07335204,10.444321834666667,2.5876871263333334,2.091735733,0.49595139333333327
71,24,C,2.891695673,2.320340819,0.571354854,58.29619203,46.77775577,11.51843625,54.51767387666666,44.07335204,10.444321834666667,2.5876871263333334,2.091735733,0.49595139333333327
72,25,A,3.364217354,2.702048042,0.662169312,74.96134022,60.2069133,14.75442692,72.63928697666667,58.48314824,14.156138740000001,3.3152808846666666,2.669238936333333,0.646041948
73,25,B,3.175874792,2.560455208,0.615419583,71.88794888,57.9575346,13.93041428,72.63928697666667,58.48314824,14.156138740000001,3.3152808846666666,2.669238936333333,0.646041948
74,25,C,3.405750508,2.745213559,0.660536949,71.06857183,57.28499682,13.78357502,72.63928697666667,58.48314824,14.156138740000001,3.3152808846666666,2.669238936333333,0.646041948
75,26,A,2.626400625,2.135119375,0.49128125,59.45025111,48.32978708,11.12046403,61.189856405,49.29876211,11.891094290000002,2.847051692,2.292792446,0.5542592454999999
77,26,C,3.067702759,2.450465517,0.617237241,62.9294617,50.26773714,12.66172455,61.189856405,49.29876211,11.891094290000002,2.847051692,2.292792446,0.5542592454999999
78,27,A,2.87896199,2.334974726,0.543987264,68.22184811,55.33115465,12.89069345,65.13233359333333,52.97234679333334,12.159986796666667,2.7897111550000004,2.2688987993333334,0.5208123556666667
79,27,B,2.776290667,2.254897026,0.521393641,63.82503124,51.8385466,11.98648464,65.13233359333333,52.97234679333334,12.159986796666667,2.7897111550000004,2.2688987993333334,0.5208123556666667
80,27,C,2.713880808,2.216824646,0.497056162,63.35012143,51.74733913,11.6027823,65.13233359333333,52.97234679333334,12.159986796666667,2.7897111550000004,2.2688987993333334,0.5208123556666667
81,28,A,2.096263673,1.694351837,0.401911837,36.32910801,29.36381128,6.965296739,34.839382863333334,27.859143463333336,6.980239403333333,2.037627428,1.6292532973333334,0.408374131
82,28,B,1.9880375,1.586015833,0.402021667,33.75037137,26.92535899,6.825012379,34.839382863333334,27.859143463333336,6.980239403333333,2.037627428,1.6292532973333334,0.408374131
83,28,C,2.028581111,1.607392222,0.421188889,34.43866921,27.28826012,7.150409092,34.839382863333334,27.859143463333336,6.980239403333333,2.037627428,1.6292532973333334,0.408374131
84,29,A,3.124819361,2.498606393,0.626212968,80.67900309,64.51095235,16.16805074,79.25833077666667,63.45837951000001,15.799951270000001,3.203299620333334,2.5648068216666666,0.6384927986666667
85,29,B,3.29728549,2.64277098,0.65451451,79.30091721,63.55960482,15.7413124,79.25833077666667,63.45837951000001,15.799951270000001,3.203299620333334,2.5648068216666666,0.6384927986666667
86,29,C,3.18779401,2.553043092,0.634750918,77.79507203,62.30458136,15.49049067,79.25833077666667,63.45837951000001,15.799951270000001,3.203299620333334,2.5648068216666666,0.6384927986666667
87,30,A,3.23363082,2.597451148,0.636179672,69.76426399,56.03894744,13.72531655,69.28109059666667,55.703842556666665,13.57724804,3.283552571,2.6400917010000002,0.6434608700000001
88,30,B,3.315387345,2.656843164,0.658544181,69.1829431,55.44095164,13.74199146,69.28109059666667,55.703842556666665,13.57724804,3.283552571,2.6400917010000002,0.6434608700000001
89,30,C,3.301639548,2.665980791,0.635658757,68.8960647,55.63162859,13.26443611,69.28109059666667,55.703842556666665,13.57724804,3.283552571,2.6400917010000002,0.6434608700000001
90,31,A,1.151729867,0.823348533,0.328381333,20.36729622,14.56017071,5.80712551,19.582672733333332,14.996280840000002,4.586391895333333,1.0670916523333334,0.8160986593333334,0.2509929926666667
91,31,B,0.970654321,0.768379753,0.202274568,18.5383509,14.6751456,3.863205301,19.582672733333332,14.996280840000002,4.586391895333333,1.0670916523333334,0.8160986593333334,0.2509929926666667
92,31,C,1.078890769,0.856567692,0.222323077,19.84237108,15.75352621,4.088844875,19.582672733333332,14.996280840000002,4.586391895333333,1.0670916523333334,0.8160986593333334,0.2509929926666667
93,32,A,2.51586819,1.999560381,0.51630781,62.28718021,49.50457193,12.78260829,62.72111009,49.93079625666667,12.790313836666668,2.5579571583333336,2.036345119,0.5216120396666667
94,32,B,2.57856657,2.055858937,0.522707633,62.9274575,50.17127632,12.75618118,62.72111009,49.93079625666667,12.790313836666668,2.5579571583333336,2.036345119,0.5216120396666667
