Leaf No.,Read number,gain,integration time,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,led,led current,saturation check,time,Avg Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg)
1,1,64,50,0.1475689961465539,0.1181263613063257,0.5784712845045251,0.6399415873090496,0.2543673088034618,0.1992234610536741,White LED,12.5 mA,b'OK Read',10:42:52,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,50,0.1481471440369297,0.1315427941326253,0.6800791605767244,0.7752938646876305,0.2625529378975298,0.2193823580315627,White LED,25 mA,b'OK Read',10:42:54,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,50,0.162888341055535,0.1664778083321077,0.9194624613425496,1.078563875692535,0.3194780747846907,0.2591687011463262,White LED,50 mA,b'OK Read',10:42:55,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,50,0.1707466285106797,0.1792984879684256,1.012703015238527,1.1943913559157395,0.3484276601270769,0.2753329317548098,White LED,100 mA,b'OK Read',10:42:56,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,100,0.147439768713001,0.1385089205866818,0.6947621031616553,0.8008858827402507,0.2859269395944804,0.2250601425388416,White LED,12.5 mA,b'OK Read',10:42:57,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,100,0.1481399836308146,0.139316605861683,0.7121819516624486,0.8220826875067905,0.2809403264665375,0.2200891068486524,White LED,25 mA,b'OK Read',10:42:58,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,100,0.1618348658762063,0.1621025052273478,0.855230129240991,0.9940678204070158,0.3183187299528822,0.2479021082334865,White LED,50 mA,b'OK Read',10:42:59,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,100,0.171165352173879,0.1750307568254908,0.9449835309875724,1.1019882691841767,0.3440889204406466,0.2684867559891662,White LED,100 mA,b'OK Read',10:43:00,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,150,0.1470238963307072,0.1349989637826628,0.6853716182563099,0.7860352228153946,0.2852092007431667,0.2256824556416675,White LED,12.5 mA,b'OK Read',10:43:01,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,150,0.1479310153574643,0.1410850253365679,0.7321427775425147,0.8440067553149776,0.2860093561092338,0.2244838831893381,White LED,25 mA,b'OK Read',10:43:02,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,150,0.1615338909463345,0.1661514968061872,0.900184909866446,1.04942034515791,0.3292886831307628,0.2545866326957203,White LED,50 mA,b'OK Read',10:43:03,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,150,0.1716955681940128,0.18004603707846,1.0019086108770867,1.1771916461155183,0.3586886991568265,0.2752357919370981,White LED,100 mA,b'OK Read',10:43:05,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,200,0.1471472585888871,0.1398075441308396,0.7328120735122494,0.8444356421699367,0.2953691822445165,0.2286583362537235,White LED,12.5 mA,b'OK Read',10:43:06,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,200,0.1475414869488177,0.143281067922621,0.7471382632597329,0.8634123021256522,0.2913930591757059,0.2253066906104059,White LED,25 mA,b'OK Read',10:43:07,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,200,0.1620474188270989,0.1644754665949846,0.892128986202067,1.0388730809881994,0.3306190105070432,0.2526845941540514,White LED,50 mA,b'OK Read',10:43:08,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,200,0.1728049899909872,0.1756926854237893,0.9780078610271292,1.140408282228934,0.3563774073076747,0.2728681262857533,White LED,100 mA,b'OK Read',10:43:09,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,250,0.1469962407146971,0.1364836100333459,0.7183704341977607,0.8259095780983584,0.291798374724771,0.228125736103731,White LED,12.5 mA,b'OK Read',10:43:10,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,250,0.1475313818009558,0.1392815039770775,0.7305017792735515,0.8410107860716847,0.2873569892135252,0.2232054684005197,White LED,25 mA,b'OK Read',10:43:12,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
1,1,64,250,0.1620474315429023,0.1589554574747502,0.8643818600017787,0.9989956074233518,0.3245232470028399,0.2488189162375395,White LED,50 mA,b'OK Read',10:43:14,40.00646373333333,31.76276595,8.243697782666667,2.218415293,1.7612315036666668,0.4571837893333333
