Leaf No.,Avg Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg)
1,38.768358836666664,30.16507824,8.603280596333333,2.0552456326666664,1.5989053293333333,0.456340303
2,71.40923659666667,57.22184496,14.187391636666666,3.5037013066666667,2.8075385409999996,0.6961627656666667
3,63.859104163333335,51.47874686666666,12.380357296666668,3.1331531726666664,2.5258988876666666,0.6072542846666668
4,58.83652668666667,46.99262141333333,11.843905276666666,2.586724917,2.0662364056666664,0.520488512
5,60.819726016666664,46.40551272,14.414213293333333,2.7278180420000004,2.08114233,0.6466757116666666
6,50.814208576666665,40.674131710000005,10.140076865666666,2.231727498333333,1.7861140383333334,0.4456134603333333
7,66.93767025666666,52.028748830000005,14.90892143,3.123277961,2.425593686333333,0.697684275
8,81.5243058,64.79048988999999,16.73381591,3.4243624323333335,2.7212444516666667,0.7031179803333334
9,72.42418948,58.00099267,14.423196815,3.0617968855,2.4519536605,0.6098432255
10,44.169886743333336,35.969246973333334,8.200639771,1.859742263,1.5148246343333334,0.34491762833333334
11,20.28692242,15.511639276666669,4.775283141666667,0.9873573693333334,0.7559431666666666,0.231414203
12,61.64959248,48.762215776666665,12.887376706666666,2.9217398093333333,2.3109902073333335,0.6107496023333333
13,36.97672773666667,29.666058336666666,7.310669401999999,1.9247529383333335,1.5441817416666666,0.38057119633333336
14,35.73444939666666,28.636624146666666,7.097825249666666,1.6741014516666668,1.3418092113333333,0.3322922396666667
15,73.11829635666666,58.28455668,14.833739673333334,3.0052591776666664,2.397433793,0.6078253846666667
16,42.567590169999995,34.225317329999996,8.342272838333335,1.9401389163333331,1.5592336033333334,0.3809053136666667
17,19.192195419999997,15.533361629999998,3.6588337935,0.970928685,0.7856002085,0.1853284765
18,76.18880164333332,59.95919769333333,16.229603953333335,3.0506823493333335,2.4009319569999996,0.6497503923333333
19,65.37167558666668,51.724360819999994,13.64731477,3.2237748566666666,2.5507436836666666,0.673031173
20,13.009980116666666,10.816215918333333,2.193764196333333,0.617496172,0.5132804156666667,0.10421575666666666
21,56.75211462333334,45.88744587,10.864668758666667,2.3178317786666667,1.8739026966666668,0.4439290816666666
22,16.24644707,13.376961951666667,2.869485118,0.7791344583333334,0.6419006683333334,0.13723379
23,68.32959374,53.54354294666666,14.786050789999999,3.4786846186666662,2.7256548326666667,0.7530297859999999
24,54.51767387666666,44.07335204,10.444321834666667,2.5876871263333334,2.091735733,0.49595139333333327
25,72.63928697666667,58.48314824,14.156138740000001,3.3152808846666666,2.669238936333333,0.646041948
