,Leaf number,Read number,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,led,led current,saturation check,time,Avg Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg)
1259,21,3,64,250,0.0224680524658215,0.025423268755881,0.0424137838038451,0.0412171611230274,0.0338528062514402,0.0249493384992298,White LED,100 mA,b'OK Read',9:46:11,,,,,,
1260,22,1,64,50,0.1049771953198624,0.1371652623700701,0.2740213243099517,0.2666444249374753,0.2038260887636439,0.1326959976689798,White LED,12.5 mA,b'OK Read',9:56:16,,,,,,
1261,22,1,64,50,0.1051875083086399,0.1399865150836343,0.2746391359076755,0.2681430952082366,0.2021067614484496,0.1365335183562992,White LED,25 mA,b'OK Read',9:56:17,,,,,,
1262,22,1,64,50,0.0882523482938478,0.118210048532537,0.2286459884108708,0.2232314088550601,0.1686202881057557,0.1149657406751765,White LED,50 mA,b'OK Read',9:56:19,,,,,,
1263,22,1,64,50,0.0862422115290924,0.1156262033866128,0.2215601150840349,0.2165350333748251,0.1635402874189304,0.1115356085509577,White LED,100 mA,b'OK Read',9:56:20,,,,,,
1264,22,1,64,100,0.1054384495481689,0.1396600557413576,0.2751377436573899,0.2684367094467079,0.2023002616442087,0.1359968927272397,White LED,12.5 mA,b'OK Read',9:56:21,,,,,,
1265,22,1,64,100,0.105291514991347,0.1400933444974135,0.2747659001841332,0.2683177242596432,0.2022456817426961,0.1365588610444638,White LED,25 mA,b'OK Read',9:56:22,,,,,,
1266,22,1,64,100,0.0843776364522266,0.1127357041624695,0.2178357245985715,0.2128909178133607,0.160846306405229,0.1089082586203884,White LED,50 mA,b'OK Read',9:56:23,,,,,,
1267,22,1,64,100,0.0801991310947888,0.1072789497335441,0.2092746839020777,0.2043741672500756,0.1546299446221261,0.1046062077724366,White LED,100 mA,b'OK Read',9:56:24,,,,,,
1268,22,1,64,150,0.1051616752720255,0.1392921461415042,0.2743234438033096,0.2678346536747113,0.2017110965821034,0.1341885482345821,White LED,12.5 mA,b'OK Read',9:56:26,,,,,,
1269,22,1,64,150,0.105209554874824,0.1395926630848103,0.2735964180698919,0.2673410095317916,0.2016409156318932,0.1349248431827847,White LED,25 mA,b'OK Read',9:56:27,,,,,,
1270,22,1,64,150,0.0840051865248996,0.1116741081937889,0.2178389334688618,0.2129722050641252,0.1610423233621658,0.1085810856583326,White LED,50 mA,b'OK Read',9:56:28,,,,,,
1271,22,1,64,150,0.0827844274788737,0.1102657297072552,0.2140856378688063,0.2094446049184774,0.1584289072927898,0.1069523580245974,White LED,100 mA,b'OK Read',9:56:29,,,,,,
1272,22,1,64,200,0.1051524228938634,0.1394215005310218,0.2744180783577605,0.2678969220669722,0.2017717028902598,0.1339753927635339,White LED,12.5 mA,b'OK Read',9:56:30,,,,,,
1273,22,1,64,200,0.1051555684650379,0.1396113863412238,0.2735003666747338,0.2671758921137572,0.2015580547988536,0.1346667691216956,White LED,25 mA,b'OK Read',9:56:32,,,,,,
1274,22,1,64,200,0.0846840718841692,0.1124592576731108,0.2192895973608579,0.2142624711213826,0.1621878075062001,0.1090416475408159,White LED,50 mA,b'OK Read',9:56:33,,,,,,
1275,22,1,64,200,0.0830968291506465,0.1104419198507912,0.2145450100490273,0.2097844876732198,0.1588324123242449,0.1068824991859326,White LED,100 mA,b'OK Read',9:56:34,,,,,,
1276,22,1,64,250,0.1050400213338529,0.1393042827838112,0.274429679168889,0.2677610271880192,0.2018400180699254,0.1336313349094282,White LED,12.5 mA,b'OK Read',9:56:35,,,,,,
1277,22,1,64,250,0.105080700318182,0.1394806035813287,0.2734891009444764,0.2670513599369011,0.2015911260310922,0.1342239354736088,White LED,25 mA,b'OK Read',9:56:36,,,,,,
1278,22,1,64,250,0.0849178750603747,0.1125505608179941,0.2188800072342893,0.2140318181534228,0.1619330857547344,0.1084252238586539,White LED,50 mA,b'OK Read',9:56:38,,,,,,
1279,22,1,64,250,0.0833095512055615,0.1105220139310885,0.2156452305506797,0.2108760875679593,0.1596050498354495,0.1069150918494633,White LED,100 mA,b'OK Read',9:56:40,,,,,,
1280,22,2,64,50,0.1037504131563762,0.1405617525305771,0.2841356046932234,0.2746438084951375,0.2071304116873308,0.1311663386949381,White LED,12.5 mA,b'OK Read',9:56:50,,,,,,
1281,22,2,64,50,0.1037502885414472,0.1414699798953082,0.2846764001999449,0.2751277603805611,0.2076414843071733,0.1345661904427828,White LED,25 mA,b'OK Read',9:56:52,,,,,,
1282,22,2,64,50,0.086030336963472,0.1180639410627491,0.232227372503608,0.2246006287907147,0.1699654163533562,0.1112468782225787,White LED,50 mA,b'OK Read',9:56:53,,,,,,
1283,22,2,64,50,0.0821032569738621,0.1128060484907426,0.2250548841535523,0.2175747286949514,0.1647192676088275,0.1079015843054391,White LED,100 mA,b'OK Read',9:56:54,,,,,,
1284,22,2,64,100,0.1040361226048058,0.1412351769306388,0.2850280092107077,0.2755559013529496,0.2079852980837898,0.1346523126931597,White LED,12.5 mA,b'OK Read',9:56:55,,,,,,
1285,22,2,64,100,0.1039445070275111,0.1417168391035426,0.2845618282499799,0.2750331456337624,0.2078486939405918,0.1351765092541957,White LED,25 mA,b'OK Read',9:56:56,,,,,,
1286,22,2,64,100,0.0842814175038388,0.1152912302925977,0.2302095496036788,0.2228773172458608,0.168708306807594,0.1099712890886538,White LED,50 mA,b'OK Read',9:56:57,,,,,,
1287,22,2,64,100,0.082047615051542,0.1124027255528345,0.2236641409889506,0.2166490030179074,0.1641035411407634,0.1068417731557555,White LED,100 mA,b'OK Read',9:56:59,,,,,,
1288,22,2,64,150,0.1039348154738039,0.1407833163162341,0.2843297816770709,0.2747753920252442,0.2076094315675974,0.1327774226623694,White LED,12.5 mA,b'OK Read',9:57:00,,,,,,
1289,22,2,64,150,0.1038015585917726,0.140992638875723,0.2833494018804817,0.2741702824932392,0.2073302149170195,0.1332761920612106,White LED,25 mA,b'OK Read',9:57:01,,,,,,
1290,22,2,64,150,0.0843747585644425,0.1147173344792219,0.2287103992051439,0.2214977987012955,0.1679313176309977,0.1087582266269741,White LED,50 mA,b'OK Read',9:57:02,,,,,,
1291,22,2,64,150,0.0822789570694623,0.112017005236783,0.2229741363727031,0.2158822748574902,0.1637622641061533,0.1061449377764347,White LED,100 mA,b'OK Read',9:57:03,,,,,,
1292,22,2,64,200,0.1038374746138239,0.1406733794908972,0.2842018309313326,0.2746227147005575,0.207428839892215,0.1322417230653401,White LED,12.5 mA,b'OK Read',9:57:05,,,,,,
1293,22,2,64,200,0.1037852510151241,0.1408660867066732,0.2831365914257491,0.2738703195442585,0.207246197414955,0.1329339314944728,White LED,25 mA,b'OK Read',9:57:06,,,,,,
1294,22,2,64,200,0.0843707445998614,0.114504301803199,0.2284928077293955,0.2210677132166556,0.167859220805205,0.1083508163070523,White LED,50 mA,b'OK Read',9:57:07,,,,,,
1295,22,2,64,200,0.0826018955014829,0.1122519219212647,0.2232504961057566,0.2161621783025721,0.1641903464487812,0.1059974376863045,White LED,100 mA,b'OK Read',9:57:08,,,,,,
1296,22,2,64,250,0.1036735879929033,0.1404647180223786,0.2840767210890628,0.2744550546359506,0.2075637234938343,0.131858805981451,White LED,12.5 mA,b'OK Read',9:57:09,,,,,,
1297,22,2,64,250,0.1037514716465754,0.1407560163978083,0.2831132956673453,0.2735086820266829,0.2072968957451718,0.1324797125689421,White LED,25 mA,b'OK Read',9:57:10,,,,,,
1298,22,2,64,250,0.084609357966751,0.1145956049480823,0.228771829616078,0.2215038968208164,0.1681331887432171,0.1080426160559326,White LED,50 mA,b'OK Read',9:57:12,,,,,,
