Leaf number,Read number,gain,integration time,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,led,led current,saturation check,time
1,3,64,100,7693.839,2311.57,2636.241,1876.249,811.6089999999999,448.476,White LED,50 mA,b'OK Read',10:44:30
1,3,64,100,9328.69,2857.1740000000004,3251.641,2361.811,989.067,543.053,White LED,100 mA,b'OK Read',10:44:31
1,3,64,150,2108.097,586.898,626.488,452.5630000000001,247.049,162.713,White LED,12.5 mA,b'OK Read',10:44:32
1,3,64,150,4091.908,1177.31,1264.065,914.554,440.165,262.374,White LED,25 mA,b'OK Read',10:44:33
1,3,64,150,7655.597,2368.678,2626.077,1935.963,826.3969999999999,459.663,White LED,50 mA,b'OK Read',10:44:34
1,3,64,150,9331.081,2948.547,3383.777,2504.808,1022.993,559.3240000000001,White LED,100 mA,b'OK Read',10:44:35
1,3,64,200,2106.305,606.227,661.1389999999999,484.383,254.443,164.74599999999998,White LED,12.5 mA,b'OK Read',10:44:36
1,3,64,200,4085.335,1197.957,1305.646,940.482,448.864,262.374,White LED,25 mA,b'OK Read',10:44:38
1,3,64,200,7632.891,2339.245,2668.12,1929.284,827.2669999999999,453.05300000000005,White LED,50 mA,b'OK Read',10:44:39
1,3,64,200,9330.483,2867.717,3384.701,2443.131,1016.469,547.629,White LED,100 mA,b'OK Read',10:44:40
1,3,64,250,2105.229,589.3580000000001,664.189,477.076,252.617,163.526,White LED,12.5 mA,b'OK Read',10:44:41
1,3,64,250,4078.523,1161.847,1291.786,916.439,443.645,259.933,White LED,25 mA,b'OK Read',10:44:43
1,3,64,250,7612.097,2249.893,2590.225,1845.136,811.087,445.425,White LED,50 mA,b'OK Read',10:44:44
1,3,64,250,9324.389,2759.123,3248.869,2327.869,994.808,538.172,White LED,100 mA,b'OK Read',10:44:46
2,1,64,50,2287.358,416.452,526.694,344.136,182.678,97.627,White LED,12.5 mA,b'OK Read',10:45:21
2,1,64,50,4438.477,838.174,1086.652,716.558,354.916,183.052,White LED,25 mA,b'OK Read',10:45:22
2,1,64,50,8332.005,1765.966,2361.806,1616.9679999999998,704.612,360.00199999999995,White LED,50 mA,b'OK Read',10:45:23
2,1,64,50,10024.22,2198.231,3021.559,2078.959,876.8510000000001,439.323,White LED,100 mA,b'OK Read',10:45:24
2,1,64,100,2276.6020000000003,455.98800000000006,582.135,391.278,198.335,100.678,White LED,12.5 mA,b'OK Read',10:45:25
2,1,64,100,4416.965999999999,880.347,1144.866,766.056,373.184,186.102,White LED,25 mA,b'OK Read',10:45:26
2,1,64,100,8285.396999999999,1779.144,2359.034,1605.183,720.2710000000001,353.9,White LED,50 mA,b'OK Read',10:45:27
2,1,64,100,10045.73,2243.04,3024.331,2081.317,897.7289999999999,442.375,White LED,100 mA,b'OK Read',10:45:28
2,1,64,150,2265.846,462.138,598.768,405.421,200.075,101.695,White LED,12.5 mA,b'OK Read',10:45:29
2,1,64,150,4407.406,922.519,1204.928,815.556,384.492,191.187,White LED,25 mA,b'OK Read',10:45:30
2,1,64,150,8257.911,1862.61,2498.561,1723.8239999999998,748.107,366.103,White LED,50 mA,b'OK Read',10:45:31
2,1,64,150,10062.462,2337.049,3224.844,2247.099,939.483,457.629,White LED,100 mA,b'OK Read',10:45:32
2,1,64,200,2267.639,475.756,633.419,432.527,207.469,103.729,White LED,12.5 mA,b'OK Read',10:45:33
2,1,64,200,4400.833,929.109,1223.87,829.698,390.147,190.679,White LED,25 mA,b'OK Read',10:45:35
2,1,64,200,8233.412,1819.999,2467.145,1697.11,745.062,361.527,White LED,50 mA,b'OK Read',10:45:36
2,1,64,200,10065.449,2245.675,3128.284,2162.637,926.435,448.476,White LED,100 mA,b'OK Read',10:45:37
2,1,64,250,2265.846,461.787,622.053,422.392,204.599,102.509,White LED,12.5 mA,b'OK Read',10:45:39
2,1,64,250,4398.323,897.216,1193.1,806.127,384.144,187.933,White LED,25 mA,b'OK Read',10:45:40
2,1,64,250,8217.278,1748.042,2380.656,1631.111,729.665,353.9,White LED,50 mA,b'OK Read',10:45:42
2,1,64,250,10067.241,2169.765,3023.777,2077.074,908.167,439.324,White LED,100 mA,b'OK Read',10:45:44
2,2,64,50,2760.6040000000003,484.982,598.768,391.278,224.432,109.831,White LED,12.5 mA,b'OK Read',10:46:00
2,2,64,50,5341.948,954.149,1180.903,777.842,417.548,201.356,White LED,25 mA,b'OK Read',10:46:01
2,2,64,50,10045.73,2013.727,2594.66,1791.394,824.658,408.815,White LED,50 mA,b'OK Read',10:46:02
2,2,64,50,12096.465,2540.882,3437.37,2399.525,1043.87,506.442,White LED,100 mA,b'OK Read',10:46:03
2,2,64,100,2739.093,529.789,659.753,445.491,237.481,115.933,White LED,12.5 mA,b'OK Read',10:46:04
2,2,64,100,5316.852,1001.592,1241.889,832.055,438.426,210.509,White LED,25 mA,b'OK Read',10:46:05
2,2,64,100,9970.441,1942.562,2370.1220000000003,1607.54,822.048,387.459,White LED,50 mA,b'OK Read',10:46:06
2,2,64,100,12096.465,2390.643,2888.4990000000003,1987.033,994.287,472.883,White LED,100 mA,b'OK Read',10:46:08
2,2,64,150,2729.532,493.767,583.9830000000001,394.421,222.692,111.865,White LED,12.5 mA,b'OK Read',10:46:09
2,2,64,150,5301.316,984.02,1156.878,782.556,424.507,207.458,White LED,25 mA,b'OK Read',10:46:10
2,2,64,150,9923.834,1975.07,2321.149,1612.255,815.959,390.51,White LED,50 mA,b'OK Read',10:46:11
2,2,64,150,12103.635,2489.923,3016.015,2121.387,1014.294,490.171,White LED,100 mA,b'OK Read',10:46:12
2,2,64,200,2726.5440000000003,517.929,611.242,420.742,229.652,115.933,White LED,12.5 mA,b'OK Read',10:46:13
2,2,64,200,5291.755,1009.5,1207.238,821.448,434.511,208.984,White LED,25 mA,b'OK Read',10:46:14
2,2,64,200,9891.567,1986.052,2458.828,1695.931,829.877,395.086,White LED,50 mA,b'OK Read',10:46:15
2,2,64,200,12107.221,2468.398,3190.655,2206.243,1037.346,489.663,White LED,100 mA,b'OK Read',10:46:17
2,2,64,250,2723.318,512.394,639.794,434.649,232.783,115.933,White LED,12.5 mA,b'OK Read',10:46:18
2,2,64,250,5286.019,992.104,1231.909,827.812,436.338,207.458,White LED,25 mA,b'OK Read',10:46:20
2,2,64,250,9869.339,1929.383,2450.512,1668.825,824.658,388.069,White LED,50 mA,b'OK Read',10:46:21
2,2,64,250,12106.503,2394.333,3136.877,2140.244,1027.168,482.036,White LED,100 mA,b'OK Read',10:46:23
2,3,64,50,2502.47,432.266,576.591,377.135,229.652,122.035,White LED,12.5 mA,b'OK Read',10:46:41
2,3,64,50,4840.02,875.075,1153.182,763.699,412.329,213.56,White LED,25 mA,b'OK Read',10:46:42
2,3,64,50,9106.408,1913.569,2594.66,1814.965,803.78,408.815,White LED,50 mA,b'OK Read',10:46:44
2,3,64,50,10956.371,2430.18,3404.105,2418.382,1012.554,500.341,White LED,100 mA,b'OK Read',10:46:45
2,3,64,100,2484.544,503.432,654.2090000000001,457.277,245.31,131.187,White LED,12.5 mA,b'OK Read',10:46:46
2,3,64,100,4814.924,948.877,1230.8,843.841,435.816,219.662,White LED,25 mA,b'OK Read',10:46:47
2,3,64,100,9020.363,1847.674,2359.034,1628.754,798.561,390.51,White LED,50 mA,b'OK Read',10:46:48
2,3,64,100,10945.615,2277.305,2907.9040000000005,2022.389,970.799,475.934,White LED,100 mA,b'OK Read',10:46:49
2,3,64,150,2473.788,463.895,585.831,403.849,234.871,130.17,White LED,12.5 mA,b'OK Read',10:46:50
2,3,64,150,4796.998,926.034,1160.5739999999998,793.556,426.247,217.628,White LED,25 mA,b'OK Read',10:46:51
2,3,64,150,8974.95,1874.911,2365.502,1651.539,802.04,396.612,White LED,50 mA,b'OK Read',10:46:52
2,3,64,150,10944.421,2375.7070000000003,3080.697,2179.529,1000.376,490.171,White LED,100 mA,b'OK Read',10:46:53
2,3,64,200,2466.618,488.935,622.33,436.0630000000001,242.7,131.187,White LED,12.5 mA,b'OK Read',10:46:54
2,3,64,200,4786.242,956.784,1212.782,833.2339999999999,435.816,219.662,White LED,25 mA,b'OK Read',10:46:55
2,3,64,200,8939.696,1887.211,2465.758,1711.253,811.6089999999999,395.086,White LED,50 mA,b'OK Read',10:46:57
2,3,64,200,10940.238,2340.563,3168.4790000000003,2201.529,1007.335,485.087,White LED,100 mA,b'OK Read',10:46:58
2,3,64,250,2463.749,480.764,636.4680000000001,439.36300000000006,243.222,131.797,White LED,12.5 mA,b'OK Read',10:46:59
2,3,64,250,4771.184,933.062,1216.385,826.87,434.25,218.441,White LED,25 mA,b'OK Read',10:47:01
2,3,64,250,8915.676,1814.464,2425.009,1657.511,801.692,389.29,White LED,50 mA,b'OK Read',10:47:03
2,3,64,250,10931.992,2247.784,3082.545,2112.902,991.677,475.934,White LED,100 mA,b'OK Read',10:47:04
3,1,64,50,2136.779,432.266,493.429,353.565,187.897,85.42399999999999,White LED,12.5 mA,b'OK Read',10:48:42
3,1,64,50,4137.321,869.804,1014.578,735.414,365.354,170.84799999999998,White LED,25 mA,b'OK Read',10:48:43
3,1,64,50,7772.713000000001,1813.409,2173.305,1616.9679999999998,725.49,347.798,White LED,50 mA,b'OK Read',10:48:44
3,1,64,50,9328.69,2250.947,2772.073,2088.388,902.948,427.12,White LED,100 mA,b'OK Read',10:48:45
3,1,64,100,2118.853,474.4380000000001,551.643,407.778,198.335,91.526,White LED,12.5 mA,b'OK Read',10:48:47
3,1,64,100,4105.054,909.34,1078.336,791.985,383.622,176.95,White LED,25 mA,b'OK Read',10:48:48
3,1,64,100,7708.18,1789.687,2176.077,1626.3970000000002,741.148,347.798,White LED,50 mA,b'OK Read',10:48:49
3,1,64,100,9346.616,2237.768,2788.705,2114.3160000000003,921.216,439.324,White LED,100 mA,b'OK Read',10:48:50
3,1,64,150,2110.488,472.681,563.655,422.706,201.815,95.593,White LED,12.5 mA,b'OK Read',10:48:51
3,1,64,150,4096.689,936.577,1131.005,848.555,394.931,185.085,White LED,25 mA,b'OK Read',10:48:52
3,1,64,150,7674.719,1883.697,2365.502,1803.965,777.683,366.103,White LED,50 mA,b'OK Read',10:48:53
3,1,64,150,9347.812,2379.221,3093.633,2379.097,984.718,463.731,White LED,100 mA,b'OK Read',10:48:54
3,1,64,200,2104.512,495.525,623.716,472.598,215.298,99.153,White LED,12.5 mA,b'OK Read',10:48:55
3,1,64,200,4087.128,966.01,1196.149,900.4110000000001,409.719,189.153,White LED,25 mA,b'OK Read',10:48:56
