Leaf,Sensor,Measurement Type,Integration Time,LED Current,Preprocess,Regression Model,Cross Validation,Score
mango,as7263,raw,50,12.5 mA,Poly,ARD,Shuffle,0.8601415704866304
mango,as7263,raw,50,12.5 mA,Poly,ARD,Shuffle,0.8296628580584203
mango,as7263,raw,50,12.5 mA,Poly,ARD,Shuffle,0.8112400325609286
mango,as7263,raw,50,12.5 mA,Poly,ARD,Shuffle,0.8313494368518399
mango,as7263,raw,50,12.5 mA,Poly,ARD,Shuffle,0.829599389680532
mango,as7263,raw,50,12.5 mA,Poly,ARD,K Fold,0.8938572917638888
mango,as7263,raw,50,12.5 mA,Poly,ARD,K Fold,0.9195998446260154
mango,as7263,raw,50,12.5 mA,Poly,ARD,K Fold,0.8633614010247054
mango,as7263,raw,50,12.5 mA,Poly,ARD,K Fold,0.8612509477670043
mango,as7263,raw,50,12.5 mA,Poly,ARD,K Fold,0.74868058316652
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.8429082320856741
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.8722980668529992
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.8893265588492325
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.8126852266346547
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.8239548895368457
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.8663223170387272
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.9132575919663778
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.85978389151892
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.8343261295939428
mango,as7263,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.8336900488850261
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.8673277212987519
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.7569797149431323
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.801814051402124
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.7696278214213066
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.8042617395995408
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.9031471868098193
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.9169469240132471
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.8586025870554981
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.8689215949760715
mango,as7263,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.7547608372904299
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.8177760557097629
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.8352965967643833
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.8791367198496667
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.8466012170583901
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.8331002778589949
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.77575599380917
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.9019270579596049
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.8405484358418791
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.7826844395344535
mango,as7263,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.8459151593602213
mango,as7263,raw,50,12.5 mA,Poly,PLS,Shuffle,0.8870831749356747
mango,as7263,raw,50,12.5 mA,Poly,PLS,Shuffle,0.8607895028796623
mango,as7263,raw,50,12.5 mA,Poly,PLS,Shuffle,0.8741156953784447
mango,as7263,raw,50,12.5 mA,Poly,PLS,Shuffle,0.7998701202161028
mango,as7263,raw,50,12.5 mA,Poly,PLS,Shuffle,0.8930089503710414
mango,as7263,raw,50,12.5 mA,Poly,PLS,K Fold,0.9079799950474787
mango,as7263,raw,50,12.5 mA,Poly,PLS,K Fold,0.8975378083510173
mango,as7263,raw,50,12.5 mA,Poly,PLS,K Fold,0.8473646170740581
mango,as7263,raw,50,12.5 mA,Poly,PLS,K Fold,0.8631227783811926
