Leaf,Sensor,Measurement Type,Integration Time,LED Current,Preprocess,Regression Model,Cross Validation,Score
banana,as7262,raw,50,12.5 mA,Poly,ARD,Shuffle,0.7692089613178847
banana,as7262,raw,50,12.5 mA,Poly,ARD,Shuffle,0.8360804826441899
banana,as7262,raw,50,12.5 mA,Poly,ARD,Shuffle,0.8308497728246789
banana,as7262,raw,50,12.5 mA,Poly,ARD,Shuffle,0.8584462742115975
banana,as7262,raw,50,12.5 mA,Poly,ARD,Shuffle,0.8319795565660523
banana,as7262,raw,50,12.5 mA,Poly,ARD,K Fold,0.8517800245221486
banana,as7262,raw,50,12.5 mA,Poly,ARD,K Fold,0.7287543937011909
banana,as7262,raw,50,12.5 mA,Poly,ARD,K Fold,0.8600597403298601
banana,as7262,raw,50,12.5 mA,Poly,ARD,K Fold,0.855542250135966
banana,as7262,raw,50,12.5 mA,Poly,ARD,K Fold,0.7526149754636932
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.7456139704828202
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.8472695991833494
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.8052224974885596
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.8745514342126128
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,Shuffle,0.7318941875473524
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.8552675502739405
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.6625449187121921
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.8481905942770566
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.8488538099495837
banana,as7262,raw,50,12.5 mA,Poly,Huber Regression,K Fold,0.8366557145533715
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.4719765318581559
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.8344632074952705
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.8766679513169969
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.7565838292639135
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,Shuffle,0.4053995872555849
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.8640868339471199
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.7217542021728476
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.85628682190409
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.8583562559422833
banana,as7262,raw,50,12.5 mA,Poly,Lasso IC,K Fold,0.8261366096539898
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.8377299889881142
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.3188811489156138
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.8961114530227199
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.8234896739165087
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,Shuffle,0.7537832777193316
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.6240331466198457
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.6923518734755445
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.6117252652226809
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.8266911663658978
banana,as7262,raw,50,12.5 mA,Poly,Linear Regression,K Fold,0.846539737280537
banana,as7262,raw,50,12.5 mA,Poly,PLS,Shuffle,0.8418206917408788
banana,as7262,raw,50,12.5 mA,Poly,PLS,Shuffle,0.7836716805355679
banana,as7262,raw,50,12.5 mA,Poly,PLS,Shuffle,0.8570851037118457
banana,as7262,raw,50,12.5 mA,Poly,PLS,Shuffle,0.8488466450327015
banana,as7262,raw,50,12.5 mA,Poly,PLS,Shuffle,0.6600003818024451
banana,as7262,raw,50,12.5 mA,Poly,PLS,K Fold,0.8229441476277556
banana,as7262,raw,50,12.5 mA,Poly,PLS,K Fold,0.7464236237678041
banana,as7262,raw,50,12.5 mA,Poly,PLS,K Fold,0.8248589339123638
banana,as7262,raw,50,12.5 mA,Poly,PLS,K Fold,0.8489450494238203
banana,as7262,raw,50,12.5 mA,Poly,PLS,K Fold,0.6651558977163454
banana,as7262,raw,50,12.5 mA,No Poly,ARD,Shuffle,0.8703523917027235
banana,as7262,raw,50,12.5 mA,No Poly,ARD,Shuffle,0.9236379046791807
banana,as7262,raw,50,12.5 mA,No Poly,ARD,Shuffle,0.8137016600991804
banana,as7262,raw,50,12.5 mA,No Poly,ARD,Shuffle,0.9434886350833629
banana,as7262,raw,50,12.5 mA,No Poly,ARD,Shuffle,0.6024106953743691
banana,as7262,raw,50,12.5 mA,No Poly,ARD,K Fold,0.860314712260872
banana,as7262,raw,50,12.5 mA,No Poly,ARD,K Fold,0.6963022827427727
banana,as7262,raw,50,12.5 mA,No Poly,ARD,K Fold,0.8637004388515346
banana,as7262,raw,50,12.5 mA,No Poly,ARD,K Fold,0.8725961837238757
banana,as7262,raw,50,12.5 mA,No Poly,ARD,K Fold,0.7345872761995109
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,Shuffle,0.8043131589754116
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,Shuffle,0.755159127687584
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,Shuffle,0.7593687516693779
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,Shuffle,0.7422209101954088
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,Shuffle,0.7438263143657688
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,K Fold,0.8701246625908422
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,K Fold,0.6984402067964706
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,K Fold,0.8551735720897489
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,K Fold,0.8822241472091455
banana,as7262,raw,50,12.5 mA,No Poly,Huber Regression,K Fold,0.7201041383270732
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,Shuffle,0.6521147057711022
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,Shuffle,0.8616071456509613
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,Shuffle,0.8139331524813909
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,Shuffle,0.8507588918033485
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,Shuffle,0.8920730803529776
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,K Fold,0.8527144693609213
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,K Fold,0.6908931493423285
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,K Fold,0.8644928544586784
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,K Fold,0.8727090100209898
banana,as7262,raw,50,12.5 mA,No Poly,Lasso IC,K Fold,0.7237253832628656
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,Shuffle,0.8771753548320965
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,Shuffle,0.8042216992794253
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,Shuffle,0.885740998459693
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,Shuffle,0.8589713936001417
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,Shuffle,0.7955733427452332
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,K Fold,0.8527144693609408
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,K Fold,0.694422880709835
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,K Fold,0.8650426827942211
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,K Fold,0.8755133890599556
banana,as7262,raw,50,12.5 mA,No Poly,Linear Regression,K Fold,0.7237253832628332
banana,as7262,raw,50,12.5 mA,No Poly,PLS,Shuffle,0.8257073395177755
banana,as7262,raw,50,12.5 mA,No Poly,PLS,Shuffle,0.9036544294258
banana,as7262,raw,50,12.5 mA,No Poly,PLS,Shuffle,0.5137571601758277
banana,as7262,raw,50,12.5 mA,No Poly,PLS,Shuffle,0.5493420603301401
banana,as7262,raw,50,12.5 mA,No Poly,PLS,Shuffle,0.7732692921385175
banana,as7262,raw,50,12.5 mA,No Poly,PLS,K Fold,0.8527144693609409
banana,as7262,raw,50,12.5 mA,No Poly,PLS,K Fold,0.6944228807098353
banana,as7262,raw,50,12.5 mA,No Poly,PLS,K Fold,0.8650426827942211
banana,as7262,raw,50,12.5 mA,No Poly,PLS,K Fold,0.8755133890599562
banana,as7262,raw,50,12.5 mA,No Poly,PLS,K Fold,0.7237253832628336
banana,as7262,raw,50,25 mA,Poly,ARD,Shuffle,0.8394679974866711
banana,as7262,raw,50,25 mA,Poly,ARD,Shuffle,0.8087766823932848
banana,as7262,raw,50,25 mA,Poly,ARD,Shuffle,0.8206926185286618
banana,as7262,raw,50,25 mA,Poly,ARD,Shuffle,0.73537701891029
banana,as7262,raw,50,25 mA,Poly,ARD,Shuffle,0.7961305915050289
banana,as7262,raw,50,25 mA,Poly,ARD,K Fold,0.8270591846396316
banana,as7262,raw,50,25 mA,Poly,ARD,K Fold,0.7071297529261547
banana,as7262,raw,50,25 mA,Poly,ARD,K Fold,0.8365513237792072
banana,as7262,raw,50,25 mA,Poly,ARD,K Fold,0.8181715651757527
banana,as7262,raw,50,25 mA,Poly,ARD,K Fold,0.853042026020577
banana,as7262,raw,50,25 mA,Poly,Huber Regression,Shuffle,0.8635364743882831
banana,as7262,raw,50,25 mA,Poly,Huber Regression,Shuffle,0.7128702028923235
banana,as7262,raw,50,25 mA,Poly,Huber Regression,Shuffle,0.8092403816958194
banana,as7262,raw,50,25 mA,Poly,Huber Regression,Shuffle,0.6655355097592341
banana,as7262,raw,50,25 mA,Poly,Huber Regression,Shuffle,0.8175636098850739
banana,as7262,raw,50,25 mA,Poly,Huber Regression,K Fold,0.8791389883215632
banana,as7262,raw,50,25 mA,Poly,Huber Regression,K Fold,0.6531684827912586
banana,as7262,raw,50,25 mA,Poly,Huber Regression,K Fold,0.7724776773148927
banana,as7262,raw,50,25 mA,Poly,Huber Regression,K Fold,0.8057287047606706
banana,as7262,raw,50,25 mA,Poly,Huber Regression,K Fold,0.7634871175487478
banana,as7262,raw,50,25 mA,Poly,Lasso IC,Shuffle,0.8487541273109473
banana,as7262,raw,50,25 mA,Poly,Lasso IC,Shuffle,0.8851396422321368
banana,as7262,raw,50,25 mA,Poly,Lasso IC,Shuffle,0.8172013023260152
banana,as7262,raw,50,25 mA,Poly,Lasso IC,Shuffle,0.7157611363266829
