Leaf,Measurement Type,Integration Time,LED Current,Score
mango,raw,50,12.5 mA,0.8466035048430087
mango,raw,50,12.5 mA,0.8244523275828032
mango,raw,50,12.5 mA,0.9020753670791519
mango,raw,50,12.5 mA,0.8342710363393726
mango,raw,50,12.5 mA,0.8275771257161827
mango,raw,50,12.5 mA,0.921514317644162
mango,raw,50,12.5 mA,0.8947112051025937
mango,raw,50,12.5 mA,0.9027223815572509
mango,raw,50,12.5 mA,0.8147396067741703
mango,raw,50,12.5 mA,0.9069818007181925
mango,raw,50,25 mA,0.9361964552418763
mango,raw,50,25 mA,0.8686453790548296
mango,raw,50,25 mA,0.8091885287340861
mango,raw,50,25 mA,0.9094372159468119
mango,raw,50,25 mA,0.8389241581784752
mango,raw,50,25 mA,0.9171420871305254
mango,raw,50,25 mA,0.8068844492909287
mango,raw,50,25 mA,0.9358518028584097
mango,raw,50,25 mA,0.8664662200084163
mango,raw,50,25 mA,0.8422969218695598
mango,raw,50,50 mA,0.8559322387930755
mango,raw,50,50 mA,0.8586586093906028
mango,raw,50,50 mA,0.8582490176811787
mango,raw,50,50 mA,0.850919072716844
mango,raw,50,50 mA,0.8921546382701718
mango,raw,50,50 mA,0.858805617042278
mango,raw,50,50 mA,0.9014875143990898
mango,raw,50,50 mA,0.8516701343719518
mango,raw,50,50 mA,0.8561413389817294
mango,raw,50,50 mA,0.8364158240097948
mango,raw,50,100 mA,0.9309551341433515
mango,raw,50,100 mA,0.8706042460913086
mango,raw,50,100 mA,0.8913448992255909
mango,raw,50,100 mA,0.8946925672006966
mango,raw,50,100 mA,0.8935163507049593
mango,raw,50,100 mA,0.8575737423336041
mango,raw,50,100 mA,0.9158393355468029
mango,raw,50,100 mA,0.846454333487922
mango,raw,50,100 mA,0.8219464610943736
mango,raw,50,100 mA,0.9008352506868111
mango,raw,100,12.5 mA,0.8406717805677697
mango,raw,100,12.5 mA,0.895256007054815
mango,raw,100,12.5 mA,0.8521343612063641
mango,raw,100,12.5 mA,0.7902256974609765
mango,raw,100,12.5 mA,0.8866399681573447
mango,raw,100,12.5 mA,0.8391551958335836
mango,raw,100,12.5 mA,0.8879087498317362
mango,raw,100,12.5 mA,0.8501909798466347
mango,raw,100,12.5 mA,0.8174429573405559
mango,raw,100,12.5 mA,0.9001826690960946
mango,raw,100,25 mA,0.8973879221495596
mango,raw,100,25 mA,0.9006329792840408
mango,raw,100,25 mA,0.8496286915471518
mango,raw,100,25 mA,0.9325925658923345
mango,raw,100,25 mA,0.8882832803239736
mango,raw,100,25 mA,0.9278173467328089
mango,raw,100,25 mA,0.906009810305781
mango,raw,100,25 mA,0.913417279570773
mango,raw,100,25 mA,0.8733180506540967
mango,raw,100,25 mA,0.912861847899326
mango,raw,100,50 mA,0.8777244290725029
mango,raw,100,50 mA,0.8784961118472342
mango,raw,100,50 mA,0.8834962023928624
mango,raw,100,50 mA,0.8839455951270764
mango,raw,100,50 mA,0.8785791021871181
mango,raw,100,50 mA,0.8624635601586564
mango,raw,100,50 mA,0.919111093369573
mango,raw,100,50 mA,0.8904115634065329
mango,raw,100,50 mA,0.8747113753673428
mango,raw,100,50 mA,0.9047492697774103
mango,raw,100,100 mA,0.8563096453242186
mango,raw,100,100 mA,0.9124269738076618
mango,raw,100,100 mA,0.8739477248682925
mango,raw,100,100 mA,0.9156195387520121
mango,raw,100,100 mA,0.8755611564503574
mango,raw,100,100 mA,0.9261952620836774
mango,raw,100,100 mA,0.8633067562616951
mango,raw,100,100 mA,0.9121658405169647
mango,raw,100,100 mA,0.8684108764168179
mango,raw,100,100 mA,0.9278909401947699
mango,raw,150,12.5 mA,0.9104061926551192
mango,raw,150,12.5 mA,0.8940653842617756
mango,raw,150,12.5 mA,0.8951472128732219
mango,raw,150,12.5 mA,0.8834088835587531
mango,raw,150,12.5 mA,0.9397238219338473
mango,raw,150,12.5 mA,0.8369520811249003
mango,raw,150,12.5 mA,0.8920418436304233
mango,raw,150,12.5 mA,0.9153647363051458
